country,director,genre,poster,release_year,starring,title
Hong Kong,Ku Wen-Chung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1949,"Sek Yin-Tsi, Chan Lo-Wah, Yee Chau-Sui, Man Kok-Fei, Fung Ying-Seung, Ho Bik-Kin, Sek Kin, Law Sin-Yee, Liu Wai, Tang Tak-Wah, Ha Wa ",Fang Shiyu's Nine Battles at Emei Hill
China,Daniel Lee Yan-Gong ,"martial arts, historical, drama",https://en.hkcinema.ru/foto/d22cb215.jpg,2011,"Leon Lai Ming, William Feng Shao-Feng, Zhang Han-Yu, Anthony Wong Chau-Sang, Jordan Chan Siu-Chun, Liu Yi-Fei, Andy On Chi-Kit, Wu Ma ",White Vengeance
Hong Kong,Wilson Yip Wai-Shun ,"martial arts, comedy",https://en.hkcinema.ru/foto/4101e8da.jpg,2004,"Cecilia Cheung Pak-Chi, Francis Ng Chun-Yu, Andy On Chi-Kit, Kitty Yuen Siu-Yee, Patrick Tang Kin-Wang, Suet Nei, Hui Siu-Hung ",The White Dragon
Hong Kong,Lee Chiu ,"martial arts, comedy",https://en.hkcinema.ru/foto/da3dfbe0.jpg,1980,"Leung Kar-Yan, Phillip Ko Fei, Johnny Wang Lung-Wei, Leung Ka-Lai, Siu Gam, Chan Lau, Chiang Tao, Addy Sung Gam-Loi, Wong Hak ",Two on the Road
Taiwan,Hui Sing-Yue ,martial arts,https://en.hkcinema.ru/foto/10df4181.jpg,1980,"Norman Chu Siu-Keung, Ching Li, Liu Shan-Chian, Shao Pei-Ling, David Chiang Da-Wei, Ma Chin-Ku, Yu Chung-Chiu, Ching Pang, Yau Siu-Hung ",Fight for Glory
Hong Kong,Ku Wen-Chung ,"martial arts, musical",https://en.hkcinema.ru/foto/nofoto.gif,1950,"Lam Ka-Sing, Lam Kau, Lau Kwai-Hong, Law Yim-Hing, Sek Kin, Ko Ying-Wan, Lam Kar-Yee, Siu Kwan-Lun, Ng Tung, Chan Lit-Ban, Chu Chiu, Yeung Yip-Wang ",The Battle Between the Heroines from Kunlun and the Swallow Thief
Hong Kong,Wan Hoi-Ching ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1950,"Lo Ban-Chiu, Chun Siu-Lei, Law Yim-Hing, Fung Ying-Seung, Wong Cho-San, Kwok Yan, Lau Kwai-Hong, Ho Siu-Hung, Ho Si-Kit ",The Battle Between the Handsome Master and the Wild Girl
Hong Kong,Ku Wen-Chung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1951,"Lee Chung-Lam, Sek Yin-Tsi, Law Yim-Hing, Yu Kai, Yam Yin, Chan Lo-Wah, Yee Chau-Sui, Lau Kwai-Hong, Lau Cham, Hoh San, Chao Fei-Fei ",The Battle Between Fang Shiyu and the Flying Hero of Guangdong
Taiwan,"Ling Yun, Shek Chee-Bun ",martial arts,https://en.hkcinema.ru/foto/5ec4e32d.jpg,1969,"Elizabeth Wong Fook-Yung, Wong Yung, Cho Kin, Tin Mung, Lee Lap, Chen Shu-Zhu, Yuen Siu-Fai, Lui Jun, Tai Leung, Ruo Han, Cao Wen ",The Gallant Knights
Taiwan,Kuo Ching-Chiang ,martial arts,https://en.hkcinema.ru/foto/e73700fa.jpg,1978,"Lung Fei, Ting Wa-Chung, Mau Ging-Shun, Su Chen-Ping, Kam Yin-Fei, Cliff Ching Ching, Ko Yu-Min, Lam Man-Cheung, Lin Kuang-Yung, Ma Cheung ",Death Duel of Mantis
Hong Kong,Liu Chia-Liang ,martial arts,https://en.hkcinema.ru/foto/a2a8b053.jpg,1984,"Gordon Liu Chia-Hui, Kara Hui Ying-Hung, Lily Li Li-Li, Phillip Ko Fei, Alexander Fu Sheng, Johnny Wang Lung-Wei, Lam Hak-Ming, Liu Chia-Liang ",The 8 Diagram Pole Fighter
Hong Kong,Ma Shing ,martial arts,https://en.hkcinema.ru/foto/d85e7bdd.jpg,1984,"Liu Gwok-Hing, Duen Cheung-Lai, Chui Chi-Keung, Wong Hoi-Sang, Mu Huai-Hu, Ma Chung-Hin, Suen King-Kwok, Do Fei ",The Marshes of Liang Shan Po
Hong Kong,Joseph Kong Hung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1974,"Nick Cheung Lik, Queenie Kong Hoh-Yan, Tong Tin-Hei, Kong Lung, Dean Shek Tin, Lee Wan-Chung, Wong Mei, Suen Lam, Lee Chiu ",The Big Risk
Hong Kong,Chun Kim ,martial arts,https://en.hkcinema.ru/foto/95236d3e.jpg,1964,"Chang Yang, Helen Li Mei, Liu En-Jia, Kenneth Tsang Kong, Fung Ngai, Chiang Kuang-Chao, Lee Wan-Chung, Hoh Ban, Lan Di, Lam Fung ",The Big Circus
Hong Kong,To Man-Bo ,martial arts,https://en.hkcinema.ru/foto/bc7f736d.jpg,1979,"Bruce Li Shao-Lung, Bruce Leung Siu-Lung, Ku Feng, Lee Hoi-Gei, Fong Yau, Addy Sung Gam-Loi, Wang Kuang-Yu, Lam Hak-Ming, Lee Hoi-Sang ",Bruce and the Iron Finger
Hong Kong,"John Louis, John Liu Chung-Liang ",martial arts,https://en.hkcinema.ru/foto/436251f2.jpg,1981,"John Liu Chung-Liang, Casanova Wong, Mirta Miller, Raquel Evans, Roger Paschy, Gam Biu, John Ladalski, Danny Lee Sau-Yin, Cheng Bik-Lin ",In the Claws of the CIA
Hong Kong,Hou Cheng ,martial arts,https://en.hkcinema.ru/foto/aa3c928a.jpg,1972,"Tang Pao-Yun, Chang Yu, Chen Hung-Lieh, Tien Yeh, Ko Yu-Min, Yee Hung, Hou Cheng, Dung Gam-Woo, Joh Yau, Wong Cheong-Chi, Au Lap-Bo, Meng Ling-Ming ",On the Waterfront
Hong Kong,Law Chi ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1968,"Kenneth Tsang Kong, Cheung Ying-Tsoi, Paul Chu Kong, Suet Nei, Sek Kin, Tam Bing-Man, Paul Chun Pui, Lok Gung, Wong Oi-Ming, Lee Hak ",The Magnificent Five
Hong Kong,Chan Siu-Pang ,martial arts,https://en.hkcinema.ru/foto/ad73fe78.jpg,1979,"Chan Sing, Casanova Wong, Carter Wong Ka-Tat, Doris Lung Chun-Erh, Lau Hok-Nin, Lee Fat-Yuen, Tong Kam-Tong, Dragon Lee, Lam Hak-Ming ",The Magnificent
South Korea,"Godfrey Ho Jeung-Keung, Kim Jung-Yong ",martial arts,https://en.hkcinema.ru/foto/dbfebcb7.jpg,1981,"Elton Chong, Mike Wong Lung, Guk Ching-Woon, Jin Nu-Ri, Jang Cheol, Bi Un, Kim Yong-Wan, No Wan-Rae, Kim Hag-Joon ",Magnificent Natural Fist
Hong Kong,,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1982,"Casanova Wong, Michelle Yim, Kwan Yung-Moon, Annie Liu On-Lai, Siao San-Yan, Hung Fung, Lau Yat-Fan, Gwaan Lai-Yee, Lily Chan Lee-Lee ",Blow Up
China,Wong Chou-Kuen ,"martial arts, historical",https://en.hkcinema.ru/foto/575aaebdc94f6.jpg,2016,"Zhu Yi-Long, Yu Qing-Bin, Viann Zhang Xin-Yu, Angela Gong Mi, Zhang Jun-Ning, Chai Biyun, Vincent Chiu Yan-Jun, Terry Chiu Hsin-Chih ",Bordertown Prodigal
Hong Kong,Griffin Yueh Feng ,martial arts,https://en.hkcinema.ru/foto/3f91b97a.jpg,1970,"Chang Yu, Yau Ching, Essie Lin Chia, Shu Pei-Pei, Chen Hung-Lieh, Huang Chung-Hsin, Ku Feng, Wu Ma, Hung Lau, Simon Chui Yee-Ang, Fang Mian ",A Taste of Cold Steel
Hong Kong,Andrew Lau Wai-Keung ,martial arts,https://en.hkcinema.ru/foto/c07385f7.jpg,1998,"Aaron Kwok Fu-Sing, Ekin Cheng Yee-Kin, Kristy Yeung Kung-Yu, Michael Tse Tin-Wah, Roy Cheung Yiu-Yeung, Sonny Chiba Shinichi, Shu Qi ",The Storm Riders
China,Wang Le-Chao ,"comedy, romance, martial arts, historical",https://en.hkcinema.ru/foto/6df440f6960aba17574ca50e66908867dbn.jpg,2016,"Ma Yi, Poppy Zhong Si-Hua, Ren Wei, Mo Yong-Hui, Chen Guo-Liang, Wen Guang-Yu, Sun Yong, Shen Ke, Hu Yang, Bao Ying-Lin, Huang Sui-Wen ",Shi Shen Gui Lai
Hong Kong,Chang Cheh ,martial arts,https://en.hkcinema.ru/foto/28c7a026.jpg,1969,"Jimmy Wang Yu, Lisa Chiao Chiao, Essie Lin Chia, Chung Wah, Cheng Lui, Hoh Ban, Tien Feng, Ku Feng, Tung Li, Tong Kai, Lau Kar-Wing ",Return of the One-Armed Swordsman
Hong Kong,Chor Yuen ,martial arts,https://en.hkcinema.ru/foto/b7574c23.jpg,1981,"Ti Lung, Alexander Fu Sheng, Derek Yee Tung-Sing, Kara Hui Ying-Hung, Ku Kuan-Chung, Ku Feng, Lo Lieh, Ching Li, Choh Seung-Wan, Yueh Hua ",Return of the Sentimental Swordsman
Hong Kong,Fung Fung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1961,"Petrina Fung Bo-Bo, So Siu-Tong, Fung Wong-Nui, Yam Yin, Sek Kin, Mui Yan, Pak Man-Biu, Lee Keng-Ching, Yeung Yip-Wang, Lai Kwan-Lin ","Warrior in Red Butterfly, The (Part 2)"
Hong Kong,Chan Lit-Ban ,martial arts,https://en.hkcinema.ru/foto/fff4d6e8.jpg,1969,"Petrina Fung Bo-Bo, Nancy Sit Ka-Yin, Sum Chi-Wah, Adam Cheng Siu-Chow, Chiang Nan, Fan Dan, Ng Tung, Gu Sam-Lam, Tsang Choh-Lam ",The Devil Warrior
Hong Kong,Lee Fa ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1962,"Lee Ching, Pearl Au Ka-Wai, Kong Hon, Sheung-Kwun Kwan-Wai, Yung Yuk-Yi, Chan Wai-Yue, Siu Hon-Sang, Sek Kin, Lau Hak-Suen, Simon Yuen Siu-Tin ",The Magic Hero of Tian Shan
Hong Kong,Wong Hok-Sing ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1963,"Tang Pik-Wan, Walter Tso Tat-Wah, Josephine Siao Fong-Fong, Nam Hung, Tong Kai, Lee Hung, Sek Kin, Hung Bo, Lai Man, Ho Siu-Hung ",Magic Sword (Part 1)
Taiwan,Lee Chi-Sin ,martial arts,https://en.hkcinema.ru/foto/33f025f4.jpg,1969,"Chang Mei-Yao, Wu Chia-Chi, Tien Yeh, Wei Su, Fan Ling, Ngai Loi, Chan Gong, Kang Ming, Wong Yung, Su Chin-Lung, Meng Ti-Chen, Chang Kung-Shon ",The Magic Sword
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1958,"Kwan Tak-Hing, Walter Tso Tat-Wah, Sek Kin, Yam Yin, Lam Kau, Lau Cham, Sai Gwa-Pau, Chow Chung, Wong Hak, Woo Ping, Go Chiu ",Wong Fei-Hung Saves the Kidnapped Leung Foon
Hong Kong,Wong Hok-Sing ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1965,"Yu So-Chau, Cheung Ying-Tsoi, Connie Chan Po-Chu, Sek Kin, Lee Heung-Kam, Sai Gwa-Pau, Ling Mung, Hui Ying-Ying, Siu Chung-Kwan ","All-powerful Flute, The (Part 2)"
Hong Kong,,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1953,"Walter Tso Tat-Wah, Law Yim-Hing, Sek Yin-Tsi, Yam Yin ",The Kung-fu Gathering at Longfeng Mountain
Taiwan,Lam Ying ,"martial arts, fantasy",https://en.hkcinema.ru/foto/nofoto.gif,1981,"Alan Lau Tak-Hoi, Lee Lieh, Hung Chiu-Hung, Li Jian-Ping, Wei Pin-Ao, Yue Gam-Bo, Chan Chiu-Ming, Tsang Chiu, Lam Kai-Man, Kao Ming ",Survival of a Dragon
China,"Zhang Peng-Yi, Lou Nan ","historical, martial arts",https://en.hkcinema.ru/foto/572a262277776.jpg,2001,"Jacky Wu Jing, Tao Hong, Faye Yu Fei-Hong, Xing Min-Shan, Xu Guang, Yu Rong-Guang, Zhang Ya-Kun, Wang Gang, Yu Yue-Xian, Li Ming ",Ce Ma Xiao Xi Feng
Taiwan,Gwan Jing-Leung ,martial arts,https://en.hkcinema.ru/foto/f1dc798e.jpg,1969,"Tanny Tien Ni, Wei Shao-Peng, Tin Ming, Lily Chen Ching, Chan Kei, Kuk Wang, Chang Ching-Hua, Chiu Keung, Lin Song-Yi, Chin Li-Sheng ",The Mask Heroine
Taiwan,Hou Cheng ,martial arts,https://en.hkcinema.ru/foto/f90758bb.jpg,1976,"Polly Shang-Kuan Ling-Feng, Chia Ling, Yu Tien-Lung, Yuen Si-Wo, Chang Feng, Su Chen-Ping, Yee Yuen, Leung Kar-Yan, Phillip Ko Fei, Yeh Hsiao-Yee ",Heroine Kan Lien Chu
Hong Kong,Ku Wen-Chung ,martial arts,https://en.hkcinema.ru/foto/8726dc3c.jpg,1951,"Law Yim-Hing, Lam Kau, Yam Bing-Yee, Lau Kwai-Hong, Sek Kin ","Black Peony, the Heroine"
Hong Kong,Chu Kei ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1963,"Yam Kim-Fai, Yam Yin, Leung Sing-Bo ",The Heroic Couple
China,Chen Han-Qing ,"action, martial arts, historical",https://en.hkcinema.ru/foto/5d562aa78eb1e.jpg,2019,"Tang Qian, Zhou Zi-Xun, Xu Hao-Ming, Fan Zhen-Ming, Peng Xin-Yu, Zhou Zhen, Yu Lian-Jun, Shao Gong-An, Zhou Jie, Ma Bo-Wen ",Swallow Man Li San
Hong Kong,Wu Ma ,martial arts,https://en.hkcinema.ru/foto/0dc96e96.jpg,1971,"Helen Ma Hoi-Lun, Tang Ching, Shirley Wong Sa-Lee, Wu Ma, Lee Ying, Wei Pin-Ao, Yeung Wai, Tang Ti, Hao Li-Jen, Chin Chun ",Deaf and Mute Heroine
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/8a6a43a6.jpg,1974,"Angela Mao Ying, George Lazenby, Betty Ting Pei, Whang In-Shik, Takagi Joji, Sammo Hung Kam-Bo, Gam Lau, Romanolee Rose, Samuel J. Peake ",Stoner
Taiwan,Chang Fang-Hsia ,martial arts,https://en.hkcinema.ru/foto/454d383a.jpg,1969,"Chiang Kuang-Chao, Sham Suet-Chun, Wong Yung, Richard Chan Chun, Yeung Oi-Wa, Cho Kin, Sun Chung, Joh Yau, Lui Jun, Fai Wan ",Lady 9 Flower
Hong Kong,Lau Kar-Wing ,"martial arts, comedy",https://en.hkcinema.ru/foto/129f4e6c.jpg,1978,"Wong Yu, Cecilia Wong Hang-Sau, Karl Maka, Norman Chu Siu-Keung, Dean Shek Tin, To Siu-Ming, Peter Chan Lung, Fung Hak-On, Addy Sung Gam-Loi ",Dirty Kung Fu
Hong Kong,Kim Lung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1974,"Kam Kong, Kurata Yasuaki, Shan Mao, Liu Ping, Lung Fong, Addy Sung Gam-Loi, Ma Kei, Cheung Siu-Kwan, Kwan Hung, Phillip Ko Fei ",Brother Two
Hong Kong,Fung Chi-Kong ,martial arts,https://en.hkcinema.ru/foto/9a8a15e1.jpg,1950,"Sek Yin-Tsi, Chow Kit-Wan, Chun Siu-Lei, Wong Hok-Sing, Chao Fei-Fei, Chui Ji-Chiu, Go Chiu, Ling Mung, Chan Fai ",Two Swordsmen from Emei Mountain
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1963,"Yu So-Chau, Walter Tso Tat-Wah, Lam Kau, Connie Chan Po-Chu, Tam Sin-Hung, Kam Ying-Lin, Hung Bo, Tong Yeuk-Ching, Lee Pang-Fei, Ling Mung ","Sword of the Palace, The (Part 1)"
Taiwan,Liu Yang ,martial arts,https://en.hkcinema.ru/foto/d0c53f16.jpg,1972,"Suen Ching, Lee Wai, Liu Xiao-Ming, Siu Ming, Xin Guang, Law Bun, Zhen Ping, Lu Na, Shu Hui, Min Min, Ma Sha ",A Woman Boxer
Taiwan,Godfrey Ho Jeung-Keung ,"action, martial arts",https://en.hkcinema.ru/foto/nofoto.gif,1987,"Alexander Lo Rei, Eugene Thomas, Yee Yuen, Gam Sap-Yee, Ling Yun, Paul Chang Chung, Phillip Ko Fei, Ma Sha, Tin Ching, Wang Hsieh ","Ninja, the Battalion"
Taiwan,Ulysses Au-Yeung Jun ,martial arts,https://en.hkcinema.ru/foto/561d5f9d4fefa.jpg,1976,"Mang Fei, Dorian Tan Tao-Liang, Doris Lung Chun-Erh, Liu Ping, Wei Pin-Ao, Kurata Yasuaki, Hsieh Han, Yee Yuen, Ma Cheung ","Prodigal Boxer, The (II)"
China,Zhao Wei-Heng ,"action, historical, martial arts",https://en.hkcinema.ru/foto/58fd8c870e60b.jpg,1993,"Ni Xue-Hua, Lui Xiao-He, Zhang Ye-Chuan, Kwok Yung, Jing Zhen-Qi, Pu Ke, Li Ying, Xu Ming ","Boundless Snow, Broken Hearts"
Hong Kong,Law Kei ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1975,"Linda Hoh Lin-Dai, Tan Tao-Kung, Han Ying-Chieh, Helen Poon Bing-Seung, Mang Hoi, Lee Tin-Ying, Liu Wei-Chiao, Nick Cheung Lik, Chin Chun ",The Silent Guest from Peking
Hong Kong,Chiang Wai-Kwong ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1963,"Pak Yin, Cheung Ying, Wong Man-Lei, Yeung Sai, Lee Yuet-Ching, Ko Lo-Chuen, Leung Suk-Hing, Gam Lui, Sze-Ma Wah-Lung, Lok Gung ","Mad Tower, The (Part 1)"
Hong Kong,Cheung Sing-Yim ,"martial arts, musical",https://en.hkcinema.ru/foto/592bb4e332035.jpg,1980,"Henry Fong Ping, Nina Pau Hei-Ching, Leanne Lau Suet-Wah, Kong Hon, Ping Fan, Cheung Ping, Leung Hang, Wang Yang, Hau Pooi-Man, Chan Tsung ",White Hair Devil Lady
China,Zhu Wen-Shun ,martial arts,https://en.hkcinema.ru/foto/c9e3f121.jpg,1948,"Zhang Jing, Li Xian-Ting, Pu Ke, Fang Hua ",The White Dragon
Taiwan,"Chester Wong Chung-Gwong, Sui Ngok-Fung ",martial arts,https://en.hkcinema.ru/foto/562bc0629e09f.jpg,1981,"Sam Chung-Chuen, Thomas Hong Chiu-Ming, Tin Ching, Sherman Chow Shiu-Dung, Shen Shi-Hua, Hon Siu, Hsieh Han, Ma Cheung, Ho Wei-Hsiung ",Fighting Life
China,"Zou Ji-Cheng, Liu Fang ","historical, martial arts",https://en.hkcinema.ru/foto/5d550c0d88c93.jpg,2019,"Hu Yi-Tian, Chen Zhe-Yuan, Liang Jie, Vicky Liang Jing-Xian, Gallen Lo Ka-Leung, Nikita Mao, Tay Ping-Hui, Meng Li, Zhou Jun-Chao ",Handsome Siblings
China,Si Xiao-Dong ,"historical, action, martial arts, drama",https://en.hkcinema.ru/foto/5d7a49335a4c4.jpg,2007,"Shang Rong, Anna Fang An-Na, Zhai Nai-She, Wang Yong-Qiang, Chat Sai, Liu Tian-Ci, Wang Ming, Qian Yi, Wang Xin-Yu ",Super Woman Caputor: The Ghost in Heart
Hong Kong,"Chang Cheh, Du Yu-Ming, Dung Chi-Wa, Muk Lap-San ","martial arts, drama, thriller",https://en.hkcinema.ru/foto/5ab3756d.jpg,1990,"Dung Chi-Wa, Chui Siu-Kin, Ku Wing-Chuen, Du Yu-Ming, Chow Lung, Chau Ping, Muk Lap-San, Lok Woon-Yau, Yu Wei-Jie, Chui Ngai-Chung, Sun Yu ",Slaughter in Xian
Hong Kong,Bei Dak ,"martial arts, fantasy",https://en.hkcinema.ru/foto/nofoto.gif,1948,"Sek Yin-Tsi, Koo Tin-Ng, Lam Mui-Mui, Lau Hak-Suen ",The Big Duel Between the Monkey King and Pigsy
Taiwan,O Chun-Hung ,martial arts,https://en.hkcinema.ru/foto/fb0f44d6.jpg,1974,"O Chun-Hung, Chiang Fan, Tsou Shen, Jack Lung Sai-Ga, Chow Siu-Hing, Lee Seung, Chen Hui-Mei, Got Siu-Bo, Ko Hsiang-Ting, Wang Man-Chiao ",Big Brother
Hong Kong,Chan Tung-Man ,martial arts,https://en.hkcinema.ru/foto/fe423c7c.jpg,1972,"Yue Wai, Kao Yuen, Tien Feng, Chan Sing, Chan Fei-Lung, Kung Chiu-Hsia, Kitsana, Sombat Metanee, Chan Hung-Yu, Somjit Sapsamruey ",The Brothers
Hong Kong,Yeung Gat-Aau ,"martial arts, adult",https://en.hkcinema.ru/foto/efc9b34b.jpg,1978,"Bruce Li Shao-Lung, Dana, Nick Cheung Lik, San Kuai, Chan Sing, Bolo Yeung Sze, Larry Lee Gam-Kwan, Lee Hoi-Sang, Pak Sha-Lik, To Siu-Ming ",Bruce Lee in New Guinea
Hong Kong,,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1980,"Bruce Leung Siu-Lung, Chan Sing ",Buddhist Five Animals Boxing
Taiwan,Chiang Nan ,martial arts,https://en.hkcinema.ru/foto/78dfd4f1.jpg,1977,"Carter Wong Ka-Tat, Polly Shang-Kuan Ling-Feng, Doris Lung Chun-Erh, Chang Yu, Liu Ping, Chiang Nan, Mark Lung Koon-Mo, Shih Ting-Ken ",The Rebel of Shao-Lin
Hong Kong,Tu Kuang-Chi ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1961,"Chung Ching, Chin Feng, Li Hsiang-Chun, Lo Wei, Hung Bo, Chiang Kuang-Chao, Peter Yang Kwan, Jia Ling ","The Witch-Girl, He Yue'er"
Hong Kong,Ling Yun ,martial arts,https://en.hkcinema.ru/foto/87cec3e3.jpg,1963,"Law Kim-Long, Yu So-Chau, Josephine Siao Fong-Fong, Connie Chan Po-Chu, Lam Kau, Hung Bo, Sek Yin-Tsi, Lok Gung, Tong Yeuk-Ching, Ko Lo-Chuen ","Magnificent Ones, The (Part 1)"
Hong Kong,Tony Liu Chun-Ku ,martial arts,https://en.hkcinema.ru/foto/22c27946.jpg,1991,"Moon Lee Choi-Fung, Sibelle Hu Hui-Chung, Oshima Yukari, Ben Lam Kwok-Bun, Eddy Ko Hung, Lee Ho-Kwan, Anthony Cho Cheuk-Nin, Hsu Hsia ",Dreaming the Reality
Hong Kong,Danny Cheng Yau-Man ,"martial arts, comedy",https://en.hkcinema.ru/foto/8de102a5.jpg,1982,"Mark Lung Koon-Mo, Lung Fei, Chuen Yuen, Ku Pao-Ming, Heung Wan-Pang, Tang Chia-Chuan, Yu Chung-Chiu, Ma Yue-Fung, Chin Yung-Hsiang, Cheng Sai-Gang ",The Dynamite Trio
China,Jia Zhang-Ke ,"drama, martial arts, historical",https://en.hkcinema.ru/foto/nofoto.gif,2018,Zhao Tao ,In the Qing Dynasty
Hong Kong,Kiu Chong ,martial arts,https://en.hkcinema.ru/foto/20c2dfba.jpg,1969,"Chen Si-Si, Kiu Chong, So Dan, Lam Kau, Chen Kuan-Tai, Chan Siu-Pang, Yeung Wai, Jason Pai Piao, Fung Ngai, Wong Sai-Lap, Gloria Wang Xiao-Ing ",Redress
Hong Kong,,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,2003,"Angie Cheung Wai-Yee, Fan Yik-Man, Diana Pang Dan, Wayne Lai Yiu-Cheung ",The Boxing Champion War
Hong Kong,Benny Chan Muk-Sing ,martial arts,https://en.hkcinema.ru/foto/dcf1ae7e.jpg,1993,"Tony Leung Chiu-Wai, Anita Mui Yim-Fong, Rosamund Kwan Chi-Lam, Damian Lau Chung-Yan, Lawrence Ng Kai-Wah, Norman Chu Siu-Keung ",The Magic Crane
China,"Laai Shu-Ching, Go Sin-Ming, Vicky Wong Wai-Kit ","historical, martial arts, mystery, romance",https://en.hkcinema.ru/foto/50fd3ff6.jpg,2012,"Wallace Chung Hon-Leung, Lemon Zhang Meng, Baron Chen Chu-He, Zhang Ding-Han, Jiang Yi-Yi, Rachel Mao Xiao-Tong, David Chiang Da-Wei ",The Magic Blade
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/b955bd6c.jpg,1960,"Kwan Tak-Hing, Walter Tso Tat-Wah, Sek Kin, Yam Yin, Mak Sin-Sing, Ng Yan-Chi, Yeung Yip-Wang, Wong Hak, Woo Ping, Lai Kwan-Lin ",Wong Fei-Hung's Combat in the Boxing Ring
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/4d416d20.jpg,1968,"Kwan Tak-Hing, Kenneth Tsang Kong, Lee Hung, Cheung Ying-Tsoi, Sek Kin, Fung Ngai, Sai Gwa-Pau, Chan Yau-Lun, Pak Man-Biu, Chow Gat ",Wong Fei-Hung: Duel for the Championship
Hong Kong,Wong Fung ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1969,"Kwan Tak-Hing, Kenneth Tsang Kong, Lee Hung, Cheung Ying-Tsoi, Simon Yuen Siu-Tin, Sek Kin, Lok Gung, Sai Gwa-Pau, Ng Yan-Chi ",Wong Fei-Hung: The Duel for the 'Sha-Yu-Qing'
Hong Kong,Chan Kwok-Wah ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1956,"Kwan Tak-Hing, Walter Tso Tat-Wah, Choi Yim-Heung, Sai Gwa-Pau, Siu Chung-Kwan, Chan Kam-Tong, Wong Siu-Ang, Ko Lo-Chuen, Koo Tin-Ng ",Wong Fei-Hung's Seven Battles with Fiery Unicorn
Hong Kong,Wu Pang ,martial arts,https://en.hkcinema.ru/foto/nofoto.gif,1958,"Kwan Tak-Hing, Walter Tso Tat-Wah, Cheng Pik-Ying, Lam Kau, Sai Gwa-Pau, Sek Kin, Wong Hak, Go Chiu, Ding Yue, Lai Man, Lam Liu-Ngok ",Wong Fei-Hung Seizes the Bride at Xiguan
China,Dong Wei ,"action, romance, adventure, martial arts, fantasy",https://en.hkcinema.ru/foto/5c1cb38d0c904.jpg,2018,"Hera Cheng Mu-Xuan, Chen Jing-Yang, Cao Tian-Kai, Lv Xin-Shun, Xia Jia-Wei, Guan Ai-Ni, Kou Xiang-Kai, Wang Xiao-Chen, Gao Wei-Man ",Tang Men Long Guan Feng Dan
Hong Kong,Wong Hok-Sing ,"martial arts, comedy",https://en.hkcinema.ru/foto/nofoto.gif,1951,"Yee Chau-Sui, Tang Kei-Chan, Wong Hok-Sing, Lam Kau, Yam Tai-Goon, Lam Mui-Mui, Chui Ji-Chiu ",Dragon Rising
Hong Kong,Moon Kwan Man-Ching ,"martial arts, comedy",https://en.hkcinema.ru/foto/nofoto.gif,1950,"Yip Fat-Yeuk, Lam Kwan-San, Wai Ming-Chu, Man Kok-Fei, Tang Pui, Fung Ying-Seung, Wong Tit-Hung, Yip Mung-Guen, To Sam-Ku, Tong Sing-To ",The Rude Monk's Intrusion into Mount Wutai
Taiwan,Lee Tso-Nam ,"martial arts, comedy",https://en.hkcinema.ru/foto/81f1e101.jpg,1978,"Don Wong Tao, Dorian Tan Tao-Liang, Chang Yu, Lee Kin-Man, Lung Fong, Ma Cheung, Hsieh Han, Chang I-Fei, Shih Ting-Ken, Liu Ming ",Challenge of Death
Hong Kong,"Yuen Wo-Ping, Chan Chin-Chung ",martial arts,https://en.hkcinema.ru/foto/d6131c1b.jpg,1993,"Wong Gok, Donnie Yen Ji-Dan, Ng Man-Tat, Xiong Xin-Xin, Fennie Yuen Kit-Ying, Sheila Chan Suk-Lan, Wong Sau-Ping, Dickson Lee Ga-Sing ",Heroes Among Heroes
